id;id_wasp;id_secret;frame_type;frame_number;sensor;value;timestamp;sync;raw;parser_type;MeshliumID
2995;WeatherStation;49387063D9374225;134;118;WV;4;"2018-02-21 16:00:48";128;noraw;1;meshliuma460
3004;WeatherStation;49387063D9374225;134;119;WV;2;"2018-02-21 16:01:41";128;noraw;1;meshliuma460
3010;WeatherStation;49387063D9374225;134;120;WV;0;"2018-02-21 16:02:41";128;noraw;1;meshliuma460
3013;WeatherStation;49387063D9374225;134;121;WV;4;"2018-02-21 16:03:41";128;noraw;1;meshliuma460
3036;WeatherStation;49387063D9374225;134;125;WV;2;"2018-02-21 16:04:48";128;noraw;1;meshliuma460
3049;WeatherStation;49387063D9374225;134;126;WV;14;"2018-02-21 16:06:41";128;noraw;1;meshliuma460
3055;WeatherStation;49387063D9374225;134;127;WV;2;"2018-02-21 16:07:41";128;noraw;1;meshliuma460
3068;WeatherStation;49387063D9374225;134;131;WV;0;"2018-02-21 16:08:48";128;noraw;1;meshliuma460
3115;WeatherStation;49387063D9374225;134;135;WV;1;"2018-02-21 16:12:48";128;noraw;1;meshliuma460
3122;WeatherStation;49387063D9374225;134;136;WV;4;"2018-02-21 16:14:41";128;noraw;1;meshliuma460
3128;WeatherStation;49387063D9374225;134;137;WV;2;"2018-02-21 16:15:41";128;noraw;1;meshliuma460
3163;WeatherStation;49387063D9374225;134;141;WV;2;"2018-02-21 16:16:48";128;noraw;1;meshliuma460
3169;WeatherStation;49387063D9374225;134;142;WV;0;"2018-02-21 16:17:41";128;noraw;1;meshliuma460
3179;WeatherStation;49387063D9374225;134;143;WV;2;"2018-02-21 16:19:41";128;noraw;1;meshliuma460
3192;WeatherStation;49387063D9374225;134;147;WV;1;"2018-02-21 16:20:48";128;noraw;1;meshliuma460
3222;WeatherStation;49387063D9374225;134;148;WV;0;"2018-02-21 16:23:41";128;noraw;1;meshliuma460
3235;WeatherStation;49387063D9374225;134;152;WV;1;"2018-02-21 16:24:48";128;noraw;1;meshliuma460
3252;WeatherStation;49387063D9374225;134;157;WV;0;"2018-02-21 16:27:41";128;noraw;1;meshliuma460
3280;WeatherStation;49387063D9374225;134;161;WV;2;"2018-02-21 16:30:12";128;noraw;1;meshliuma460
3282;WeatherStation;49387063D9374225;134;162;WV;4;"2018-02-21 16:30:41";128;noraw;1;meshliuma460
3300;WeatherStation;49387063D9374225;134;163;WV;0;"2018-02-21 16:31:41";128;noraw;1;meshliuma460
3306;WeatherStation;49387063D9374225;134;164;WV;14;"2018-02-21 16:32:41";128;noraw;1;meshliuma460
3319;WeatherStation;49387063D9374225;134;168;WV;4;"2018-02-21 16:33:48";128;noraw;1;meshliuma460
3329;WeatherStation;49387063D9374225;134;169;WV;0;"2018-02-21 16:35:41";128;noraw;1;meshliuma460
3348;WeatherStation;49387063D9374225;134;170;WV;2;"2018-02-21 16:36:41";128;noraw;1;meshliuma460
3365;WeatherStation;49387063D9374225;134;174;WV;0;"2018-02-21 16:37:48";128;noraw;1;meshliuma460
3381;WeatherStation;49387063D9374225;134;175;WV;0;"2018-02-21 16:40:41";128;noraw;1;meshliuma460
3401;WeatherStation;49387063D9374225;134;179;WV;0;"2018-02-21 16:41:48";128;noraw;1;meshliuma460
3413;WeatherStation;49387063D9374225;134;180;WV;4;"2018-02-21 16:42:41";128;noraw;1;meshliuma460
3419;WeatherStation;49387063D9374225;134;181;WV;2;"2018-02-21 16:43:41";128;noraw;1;meshliuma460
3429;WeatherStation;49387063D9374225;134;182;WV;1;"2018-02-21 16:44:41";128;noraw;1;meshliuma460
3447;WeatherStation;49387063D9374225;134;186;WV;2;"2018-02-21 16:45:48";128;noraw;1;meshliuma460
3456;WeatherStation;49387063D9374225;134;187;WV;4;"2018-02-21 16:46:41";128;noraw;1;meshliuma460
3462;WeatherStation;49387063D9374225;134;188;WV;14;"2018-02-21 16:47:41";128;noraw;1;meshliuma460
3489;WeatherStation;49387063D9374225;134;192;WV;4;"2018-02-21 16:49:48";128;noraw;1;meshliuma460
3500;WeatherStation;49387063D9374225;134;193;WV;2;"2018-02-21 16:51:41";128;noraw;1;meshliuma460
3506;WeatherStation;49387063D9374225;134;194;WV;0;"2018-02-21 16:52:41";128;noraw;1;meshliuma460
3519;WeatherStation;49387063D9374225;134;198;WV;5;"2018-02-21 16:53:48";128;noraw;1;meshliuma460
3535;WeatherStation;49387063D9374225;134;199;WV;2;"2018-02-21 16:54:41";128;noraw;1;meshliuma460
3559;WeatherStation;49387063D9374225;134;203;WV;0;"2018-02-21 16:57:48";128;noraw;1;meshliuma460
3567;WeatherStation;49387063D9374225;134;204;WV;0;"2018-02-21 16:59:41";128;noraw;1;meshliuma460
3591;WeatherStation;49387063D9374225;134;208;WV;0;"2018-02-21 17:00:48";128;noraw;1;meshliuma460
3600;WeatherStation;49387063D9374225;134;209;WV;14;"2018-02-21 17:01:41";128;noraw;1;meshliuma460
3606;WeatherStation;49387063D9374225;134;210;WV;0;"2018-02-21 17:02:41";128;noraw;1;meshliuma460
3623;WeatherStation;49387063D9374225;134;214;WV;2;"2018-02-21 17:04:48";128;noraw;1;meshliuma460
3651;WeatherStation;49387063D9374225;134;215;WV;14;"2018-02-21 17:07:41";128;noraw;1;meshliuma460
3664;WeatherStation;49387063D9374225;134;219;WV;2;"2018-02-21 17:08:48";128;noraw;1;meshliuma460
