id;id_wasp;id_secret;frame_type;frame_number;sensor;value;timestamp;sync;raw;parser_type;MeshliumID
2990;WeatherStation;49387063D9374225;134;115;PRES;99079.73;"2018-02-21 16:00:41";128;noraw;1;meshliuma460
3032;WeatherStation;49387063D9374225;134;122;PRES;99075.58;"2018-02-21 16:04:41";128;noraw;1;meshliuma460
3064;WeatherStation;49387063D9374225;134;128;PRES;99075.09;"2018-02-21 16:08:41";128;noraw;1;meshliuma460
3111;WeatherStation;49387063D9374225;134;132;PRES;99075.89;"2018-02-21 16:12:41";128;noraw;1;meshliuma460
3159;WeatherStation;49387063D9374225;134;138;PRES;99074.21;"2018-02-21 16:16:41";128;noraw;1;meshliuma460
3188;WeatherStation;49387063D9374225;134;144;PRES;99071.67;"2018-02-21 16:20:41";128;noraw;1;meshliuma460
3231;WeatherStation;49387063D9374225;134;149;PRES;99078.53;"2018-02-21 16:24:41";128;noraw;1;meshliuma460
3275;WeatherStation;49387063D9374225;134;158;PRES;99077.49;"2018-02-21 16:30:05";128;noraw;1;meshliuma460
3315;WeatherStation;49387063D9374225;134;165;PRES;99076.16;"2018-02-21 16:33:41";128;noraw;1;meshliuma460
3357;WeatherStation;49387063D9374225;134;171;PRES;99082.64;"2018-02-21 16:37:41";128;noraw;1;meshliuma460
3393;WeatherStation;49387063D9374225;134;176;PRES;99080.63;"2018-02-21 16:41:41";128;noraw;1;meshliuma460
3443;WeatherStation;49387063D9374225;134;183;PRES;99077.67;"2018-02-21 16:45:41";128;noraw;1;meshliuma460
3482;WeatherStation;49387063D9374225;134;189;PRES;99082.49;"2018-02-21 16:49:41";128;noraw;1;meshliuma460
3515;WeatherStation;49387063D9374225;134;195;PRES;99079.44;"2018-02-21 16:53:41";128;noraw;1;meshliuma460
3555;WeatherStation;49387063D9374225;134;200;PRES;99080.80;"2018-02-21 16:57:41";128;noraw;1;meshliuma460
3586;WeatherStation;49387063D9374225;134;205;PRES;99085.63;"2018-02-21 17:00:41";128;noraw;1;meshliuma460
3619;WeatherStation;49387063D9374225;134;211;PRES;99087.91;"2018-02-21 17:04:41";128;noraw;1;meshliuma460
3657;WeatherStation;49387063D9374225;134;216;PRES;99090.98;"2018-02-21 17:08:41";128;noraw;1;meshliuma460
3700;WeatherStation;49387063D9374225;134;221;PRES;99099.66;"2018-02-21 17:12:41";128;noraw;1;meshliuma460
3731;WeatherStation;49387063D9374225;134;226;PRES;99103.41;"2018-02-21 17:16:41";128;noraw;1;meshliuma460
3765;WeatherStation;49387063D9374225;134;231;PRES;99103.33;"2018-02-21 17:20:41";128;noraw;1;meshliuma460
3808;WeatherStation;49387063D9374225;134;236;PRES;99107.41;"2018-02-21 17:24:41";128;noraw;1;meshliuma460
3838;WeatherStation;49387063D9374225;134;241;PRES;99104.98;"2018-02-21 17:28:41";128;noraw;1;meshliuma460
3885;WeatherStation;49387063D9374225;134;248;PRES;99116.03;"2018-02-21 17:32:41";128;noraw;1;meshliuma460
3926;WeatherStation;49387063D9374225;134;253;PRES;99111.13;"2018-02-21 17:36:41";128;noraw;1;meshliuma460
3957;WeatherStation;49387063D9374225;134;4;PRES;99114.99;"2018-02-21 17:40:41";128;noraw;1;meshliuma460
